"category"	"over_represented_pvalue"	"under_represented_pvalue"	"numDEInCat"	"numInCat"	"term"	"ontology"
"GO:2000802"	1.00000000000085	0.871665059507575	0	1	"positive regulation of endocardial cushion to mesenchymal transition involved in heart valve formation"	"BP"
"GO:0034402"	1.0000000000009	0.889462542072408	0	1	"recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex"	"BP"
"GO:0015234"	1.00000000000091	0.757050598138848	0	2	"thiamine transmembrane transporter activity"	"MF"
"GO:0015403"	1.00000000000091	0.757050598138848	0	2	"thiamine uptake transmembrane transporter activity"	"MF"
"GO:0015888"	1.00000000000091	0.757050598138848	0	2	"thiamine transport"	"BP"
"GO:0010838"	1.00000000000093	0.755828553578565	0	2	"positive regulation of keratinocyte proliferation"	"BP"
"GO:0046911"	1.00000000000093	0.883332905420521	0	1	"metal chelating activity"	"MF"
"GO:1901627"	1.00000000000093	0.883332905420521	0	1	"negative regulation of postsynaptic membrane organization"	"BP"
"GO:1901628"	1.00000000000093	0.883332905420521	0	1	"positive regulation of postsynaptic membrane organization"	"BP"
"GO:1902950"	1.00000000000093	0.883332905420521	0	1	"regulation of dendritic spine maintenance"	"BP"
"GO:1902951"	1.00000000000093	0.883332905420521	0	1	"negative regulation of dendritic spine maintenance"	"BP"
"GO:1902952"	1.00000000000093	0.883332905420521	0	1	"positive regulation of dendritic spine maintenance"	"BP"
"GO:1902999"	1.00000000000093	0.883332905420521	0	1	"negative regulation of phospholipid efflux"	"BP"
"GO:1903000"	1.00000000000093	0.883332905420521	0	1	"regulation of lipid transport across blood brain barrier"	"BP"
"GO:1903001"	1.00000000000093	0.883332905420521	0	1	"negative regulation of lipid transport across blood brain barrier"	"BP"
"GO:1903002"	1.00000000000093	0.883332905420521	0	1	"positive regulation of lipid transport across blood brain barrier"	"BP"
"GO:2001139"	1.00000000000093	0.883332905420521	0	1	"negative regulation of phospholipid transport"	"BP"
"GO:0061209"	1.00000000000094	0.755849156195592	0	2	"cell proliferation involved in mesonephros development"	"BP"
"GO:0072138"	1.00000000000094	0.755849156195592	0	2	"mesenchymal cell proliferation involved in ureteric bud development"	"BP"
"GO:0031691"	1.00000000000096	0.757029364856385	0	2	"alpha-1A adrenergic receptor binding"	"MF"
"GO:0031692"	1.00000000000096	0.757029364856385	0	2	"alpha-1B adrenergic receptor binding"	"MF"
"GO:0031762"	1.00000000000096	0.757029364856385	0	2	"follicle-stimulating hormone receptor binding"	"MF"
"GO:0034512"	1.00000000000097	0.879946904664709	0	1	"box C/D snoRNA binding"	"MF"
"GO:0002296"	1.00000000000102	0.892604510652538	0	1	"T-helper 1 cell lineage commitment"	"BP"
"GO:1902093"	1.00000000000103	0.87151152601895	0	1	"positive regulation of sperm motility"	"BP"
"GO:0018120"	1.0000000000011	0.893458626426976	0	1	"peptidyl-arginine ADP-ribosylation"	"BP"
"GO:0035995"	1.0000000000011	0.893458626426976	0	1	"detection of muscle stretch"	"BP"
"GO:1903920"	1.0000000000011	0.893458626426976	0	1	"positive regulation of actin filament severing"	"BP"
"GO:0004074"	1.00000000000115	0.794540299004475	0	2	"biliverdin reductase activity"	"MF"
"GO:0010722"	1.00000000000117	0.902447843434788	0	1	"regulation of ferrochelatase activity"	"BP"
"GO:0034986"	1.00000000000117	0.902447843434788	0	1	"iron chaperone activity"	"MF"
"GO:1904229"	1.00000000000117	0.902447843434788	0	1	"regulation of succinate dehydrogenase activity"	"BP"
"GO:1904231"	1.00000000000117	0.902447843434788	0	1	"positive regulation of succinate dehydrogenase activity"	"BP"
"GO:1904232"	1.00000000000117	0.902447843434788	0	1	"regulation of aconitate hydratase activity"	"BP"
"GO:1904234"	1.00000000000117	0.902447843434788	0	1	"positive regulation of aconitate hydratase activity"	"BP"
"GO:0019464"	1.00000000000117	0.765080403078981	0	2	"glycine decarboxylation via glycine cleavage system"	"BP"
"GO:0035226"	1.00000000000124	0.870558632908748	0	1	"glutamate-cysteine ligase catalytic subunit binding"	"MF"
"GO:0035227"	1.00000000000124	0.870558632908748	0	1	"regulation of glutamate-cysteine ligase activity"	"BP"
"GO:0035229"	1.00000000000124	0.870558632908748	0	1	"positive regulation of glutamate-cysteine ligase activity"	"BP"
"GO:0036004"	1.00000000000129	0.76722453436508	0	2	"GAF domain binding"	"MF"
"GO:0075713"	1.0000000000013	0.901037978612271	0	1	"establishment of integrated proviral latency"	"BP"
"GO:0019677"	1.00000000000145	0.776746579709881	0	2	"NAD catabolic process"	"BP"
"GO:0003920"	1.00000000000148	0.762905609398083	0	2	"GMP reductase activity"	"MF"
"GO:0016657"	1.00000000000148	0.762905609398083	0	2	"oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor"	"MF"
"GO:0015386"	1.00000000000148	0.755824473733564	0	2	"potassium:proton antiporter activity"	"MF"
"GO:0007424"	1.0000000000015	0.885145291430537	0	1	"open tracheal system development"	"BP"
"GO:0014822"	1.0000000000015	0.885145291430537	0	1	"detection of wounding"	"BP"
"GO:0048567"	1.0000000000015	0.885145291430537	0	1	"ectodermal digestive tract morphogenesis"	"BP"
"GO:0048613"	1.0000000000015	0.885145291430537	0	1	"embryonic ectodermal digestive tract morphogenesis"	"BP"
"GO:0060446"	1.0000000000015	0.885145291430537	0	1	"branching involved in open tracheal system development"	"BP"
"GO:0060461"	1.0000000000015	0.885145291430537	0	1	"right lung morphogenesis"	"BP"
"GO:0090131"	1.0000000000015	0.885145291430537	0	1	"mesenchyme migration"	"BP"
"GO:0046483"	1.00000000000153	0	377	3912	"heterocycle metabolic process"	"BP"
"GO:0052917"	1.00000000000154	0.871269569024187	0	1	"dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase activity"	"MF"
"GO:0060699"	1.00000000000154	0.768849674903964	0	2	"regulation of endoribonuclease activity"	"BP"
"GO:0047066"	1.00000000000155	0.795041524577099	0	2	"phospholipid-hydroperoxide glutathione peroxidase activity"	"MF"
"GO:0017172"	1.00000000000163	0.87237988719901	0	1	"cysteine dioxygenase activity"	"MF"
"GO:0004807"	1.00000000000164	0.876310978212161	0	1	"triose-phosphate isomerase activity"	"MF"
"GO:0019563"	1.00000000000164	0.876310978212161	0	1	"glycerol catabolic process"	"BP"
"GO:0042350"	1.00000000000164	0.876310978212161	0	1	"GDP-L-fucose biosynthetic process"	"BP"
"GO:0042351"	1.00000000000164	0.876310978212161	0	1	"'de novo' GDP-L-fucose biosynthetic process"	"BP"
"GO:0050577"	1.00000000000164	0.876310978212161	0	1	"GDP-L-fucose synthase activity"	"MF"
"GO:0002760"	1.00000000000173	0.755814872451669	0	2	"positive regulation of antimicrobial humoral response"	"BP"
"GO:0008768"	1.00000000000173	0.896808075384329	0	1	"UDP-sugar diphosphatase activity"	"MF"
"GO:0031930"	1.00000000000177	0.872234242277933	0	1	"mitochondria-nucleus signaling pathway"	"BP"
"GO:0071954"	1.00000000000177	0.872234242277933	0	1	"chemokine (C-C motif) ligand 11 production"	"BP"
"GO:1902205"	1.00000000000177	0.872234242277933	0	1	"regulation of interleukin-2-mediated signaling pathway"	"BP"
"GO:1902206"	1.00000000000177	0.872234242277933	0	1	"negative regulation of interleukin-2-mediated signaling pathway"	"BP"
"GO:1902212"	1.00000000000177	0.872234242277933	0	1	"negative regulation of prolactin signaling pathway"	"BP"
"GO:1902214"	1.00000000000177	0.872234242277933	0	1	"regulation of interleukin-4-mediated signaling pathway"	"BP"
"GO:1902215"	1.00000000000177	0.872234242277933	0	1	"negative regulation of interleukin-4-mediated signaling pathway"	"BP"
"GO:1902232"	1.00000000000177	0.872234242277933	0	1	"regulation of positive thymic T cell selection"	"BP"
"GO:1902233"	1.00000000000177	0.872234242277933	0	1	"negative regulation of positive thymic T cell selection"	"BP"
"GO:1903899"	1.00000000000177	0.872234242277933	0	1	"positive regulation of PERK-mediated unfolded protein response"	"BP"
"GO:1990519"	1.00000000000177	0.872234242277933	0	1	"mitochondrial pyrimidine nucleotide import"	"BP"
"GO:0004464"	1.0000000000019	0.911568135741818	0	1	"leukotriene-C4 synthase activity"	"MF"
"GO:0070320"	1.00000000000192	0.887782829060455	0	1	"inward rectifier potassium channel inhibitor activity"	"MF"
"GO:0098903"	1.00000000000192	0.887782829060455	0	1	"regulation of membrane repolarization during action potential"	"BP"
"GO:1900085"	1.00000000000192	0.887782829060455	0	1	"negative regulation of peptidyl-tyrosine autophosphorylation"	"BP"
"GO:1901979"	1.00000000000192	0.887782829060455	0	1	"regulation of inward rectifier potassium channel activity"	"BP"
"GO:0016094"	1.00000000000199	0.766195398303439	0	2	"polyprenol biosynthetic process"	"BP"
"GO:0019408"	1.00000000000199	0.766195398303439	0	2	"dolichol biosynthetic process"	"BP"
"GO:0042361"	1.00000000000209	0.757030518916089	0	2	"menaquinone catabolic process"	"BP"
"GO:0042377"	1.00000000000209	0.757030518916089	0	2	"vitamin K catabolic process"	"BP"
"GO:0046316"	1.00000000000219	0.873482500936171	0	1	"gluconokinase activity"	"MF"
"GO:0045472"	1.0000000000022	0.757190837925648	0	2	"response to ether"	"BP"
"GO:0046381"	1.0000000000022	0.757190837925648	0	2	"CMP-N-acetylneuraminate metabolic process"	"BP"
"GO:0097037"	1.0000000000022	0.757190837925648	0	2	"heme export"	"BP"
"GO:0097167"	1.0000000000022	0.757190837925648	0	2	"circadian regulation of translation"	"BP"
"GO:0030421"	1.00000000000222	0.780278574735319	0	2	"defecation"	"BP"
"GO:0010309"	1.00000000000223	0.871324459086654	0	1	"acireductone dioxygenase [iron(II)-requiring] activity"	"MF"
"GO:0061690"	1.00000000000223	0.871324459086654	0	1	"lipoamidase activity"	"MF"
"GO:1903216"	1.00000000000223	0.871324459086654	0	1	"regulation of protein processing involved in protein targeting to mitochondrion"	"BP"
"GO:1903217"	1.00000000000223	0.871324459086654	0	1	"negative regulation of protein processing involved in protein targeting to mitochondrion"	"BP"
"GO:1904182"	1.00000000000223	0.871324459086654	0	1	"regulation of pyruvate dehydrogenase activity"	"BP"
"GO:0090182"	1.00000000000239	0.756919855141532	0	2	"regulation of secretion of lysosomal enzymes"	"BP"
"GO:0043533"	1.0000000000024	0.756787121952853	0	2	"inositol 1,3,4,5 tetrakisphosphate binding"	"MF"
"GO:0071796"	1.00000000000255	0.886744012958209	0	1	"K6-linked polyubiquitin binding"	"MF"
"GO:0019948"	1.00000000000256	0.759652316791414	0	2	"SUMO activating enzyme activity"	"MF"
"GO:0018738"	1.00000000000257	0.887530777793786	0	1	"S-formylglutathione hydrolase activity"	"MF"
"GO:0050080"	1.00000000000263	0.869413674025837	0	1	"malonyl-CoA decarboxylase activity"	"MF"
"GO:2001294"	1.00000000000263	0.869413674025837	0	1	"malonyl-CoA catabolic process"	"BP"
"GO:0017198"	1.00000000000263	0.777628117828697	0	2	"N-terminal peptidyl-serine acetylation"	"BP"
"GO:0018002"	1.00000000000263	0.777628117828697	0	2	"N-terminal peptidyl-glutamic acid acetylation"	"BP"
"GO:0030920"	1.00000000000263	0.777628117828697	0	2	"peptidyl-serine acetylation"	"BP"
"GO:0036257"	1.00000000000263	0.777628117828697	0	2	"multivesicular body organization"	"BP"
"GO:1990189"	1.00000000000263	0.777628117828697	0	2	"peptide-serine-N-acetyltransferase activity"	"MF"
"GO:1990190"	1.00000000000263	0.777628117828697	0	2	"peptide-glutamate-N-acetyltransferase activity"	"MF"
"GO:0047710"	1.00000000000268	0.80443257946738	0	2	"bis(5'-adenosyl)-triphosphatase activity"	"MF"
"GO:0060151"	1.00000000000268	0.760725147015176	0	2	"peroxisome localization"	"BP"
"GO:0060152"	1.00000000000268	0.760725147015176	0	2	"microtubule-based peroxisome localization"	"BP"
"GO:2000156"	1.00000000000268	0.760725147015176	0	2	"regulation of retrograde vesicle-mediated transport, Golgi to ER"	"BP"
"GO:0047620"	1.00000000000274	0.869378739618598	0	1	"acylglycerol kinase activity"	"MF"
"GO:0035240"	1.00000000000274	0.768790586833176	0	2	"dopamine binding"	"MF"
"GO:0035811"	1.00000000000274	0.768790586833176	0	2	"negative regulation of urine volume"	"BP"
"GO:0006452"	1.00000000000275	0.763296461810209	0	2	"translational frameshifting"	"BP"
"GO:0045905"	1.00000000000275	0.763296461810209	0	2	"positive regulation of translational termination"	"BP"
"GO:0090233"	1.0000000000028	0.869879331108828	0	1	"negative regulation of spindle checkpoint"	"BP"
"GO:0004509"	1.00000000000286	0.764245195949846	0	2	"steroid 21-monooxygenase activity"	"MF"
"GO:0055077"	1.00000000000289	0.755853154150948	0	2	"gap junction hemi-channel activity"	"MF"
"GO:0004422"	1.00000000000289	0.876193687895704	0	1	"hypoxanthine phosphoribosyltransferase activity"	"MF"
"GO:0006178"	1.00000000000289	0.876193687895704	0	1	"guanine salvage"	"BP"
"GO:0032263"	1.00000000000289	0.876193687895704	0	1	"GMP salvage"	"BP"
"GO:0046099"	1.00000000000289	0.876193687895704	0	1	"guanine biosynthetic process"	"BP"
"GO:0052657"	1.00000000000289	0.876193687895704	0	1	"guanine phosphoribosyltransferase activity"	"MF"
"GO:1902311"	1.00000000000289	0.876193687895704	0	1	"regulation of copper ion transmembrane transport"	"BP"
"GO:0001082"	1.00000000000294	0.869532491374837	0	1	"transcription factor activity, RNA polymerase I transcription factor binding"	"MF"
"GO:0001163"	1.00000000000294	0.869532491374837	0	1	"RNA polymerase I regulatory region sequence-specific DNA binding"	"MF"
"GO:0001164"	1.00000000000294	0.869532491374837	0	1	"RNA polymerase I CORE element sequence-specific DNA binding"	"MF"
"GO:0001167"	1.00000000000294	0.869532491374837	0	1	"RNA polymerase I transcription factor activity, sequence-specific DNA binding"	"MF"
"GO:0001169"	1.00000000000294	0.869532491374837	0	1	"transcription factor activity, RNA polymerase I CORE element sequence-specific binding"	"MF"
"GO:0001186"	1.00000000000294	0.869532491374837	0	1	"transcription factor activity, RNA polymerase I transcription factor recruiting"	"MF"
"GO:0001187"	1.00000000000294	0.869532491374837	0	1	"transcription factor activity, RNA polymerase I CORE element binding transcription factor recruiting"	"MF"
"GO:1904444"	1.00000000000294	0.869532491374837	0	1	"regulation of establishment of Sertoli cell barrier"	"BP"
"GO:1904445"	1.00000000000294	0.869532491374837	0	1	"negative regulation of establishment of Sertoli cell barrier"	"BP"
"GO:2000454"	1.00000000000295	0.87339189163497	0	1	"positive regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation"	"BP"
"GO:0015091"	1.00000000000309	0.755815205046657	0	2	"ferric iron transmembrane transporter activity"	"MF"
"GO:0072510"	1.00000000000309	0.755815205046657	0	2	"trivalent inorganic cation transmembrane transporter activity"	"MF"
"GO:0004998"	1.00000000000309	0.755815205046654	0	2	"transferrin receptor activity"	"MF"
"GO:0004865"	1.0000000000031	0.789586417098701	0	2	"protein serine/threonine phosphatase inhibitor activity"	"MF"
"GO:0006710"	1.00000000000313	0.869544854342382	0	1	"androgen catabolic process"	"BP"
"GO:0015203"	1.00000000000314	0.775192748481677	0	2	"polyamine transmembrane transporter activity"	"MF"
"GO:0015489"	1.00000000000314	0.775192748481677	0	2	"putrescine transmembrane transporter activity"	"MF"
"GO:0032051"	1.00000000000317	0.755815921163079	0	2	"clathrin light chain binding"	"MF"
"GO:0051232"	1.00000000000317	0.869378691923424	0	1	"meiotic spindle elongation"	"BP"
"GO:1903537"	1.00000000000317	0.869378691923424	0	1	"meiotic cell cycle process involved in oocyte maturation"	"BP"
"GO:1903538"	1.00000000000317	0.869378691923424	0	1	"regulation of meiotic cell cycle process involved in oocyte maturation"	"BP"
"GO:0015688"	1.00000000000321	0.776044916426841	0	2	"iron chelate transport"	"BP"
"GO:0015891"	1.00000000000321	0.776044916426841	0	2	"siderophore transport"	"BP"
"GO:0002037"	1.00000000000322	0.871395845619473	0	1	"negative regulation of L-glutamate transport"	"BP"
"GO:0002874"	1.00000000000322	0.871395845619473	0	1	"regulation of chronic inflammatory response to antigenic stimulus"	"BP"
"GO:0002876"	1.00000000000322	0.871395845619473	0	1	"positive regulation of chronic inflammatory response to antigenic stimulus"	"BP"
"GO:0061048"	1.00000000000322	0.871395845619473	0	1	"negative regulation of branching involved in lung morphogenesis"	"BP"
"GO:0052798"	1.00000000000334	0.870423477425014	0	1	"beta-galactoside alpha-2,3-sialyltransferase activity"	"MF"
"GO:0004516"	1.0000000000034	0.870879865447951	0	1	"nicotinate phosphoribosyltransferase activity"	"MF"
"GO:0015086"	1.0000000000034	0.870879865447951	0	1	"cadmium ion transmembrane transporter activity"	"MF"
"GO:0015094"	1.0000000000034	0.870879865447951	0	1	"lead ion transmembrane transporter activity"	"MF"
"GO:0015100"	1.0000000000034	0.870879865447951	0	1	"vanadium ion transmembrane transporter activity"	"MF"
"GO:0015639"	1.0000000000034	0.870879865447951	0	1	"ferrous iron uptake transmembrane transporter activity"	"MF"
"GO:0015676"	1.0000000000034	0.870879865447951	0	1	"vanadium ion transport"	"BP"
"GO:0015692"	1.0000000000034	0.870879865447951	0	1	"lead ion transport"	"BP"
"GO:0019357"	1.0000000000034	0.870879865447951	0	1	"nicotinate nucleotide biosynthetic process"	"BP"
"GO:0019358"	1.0000000000034	0.870879865447951	0	1	"nicotinate nucleotide salvage"	"BP"
"GO:0019365"	1.0000000000034	0.870879865447951	0	1	"pyridine nucleotide salvage"	"BP"
"GO:0035444"	1.0000000000034	0.870879865447951	0	1	"nickel cation transmembrane transport"	"BP"
"GO:0046497"	1.0000000000034	0.870879865447951	0	1	"nicotinate nucleotide metabolic process"	"BP"
"GO:0046870"	1.0000000000034	0.870879865447951	0	1	"cadmium ion binding"	"MF"
"GO:0042357"	1.00000000000343	0.756751157777357	0	2	"thiamine diphosphate metabolic process"	"BP"
"GO:0071492"	1.00000000000343	0.756751157777357	0	2	"cellular response to UV-A"	"BP"
"GO:0072363"	1.00000000000343	0.756751157777357	0	2	"regulation of glycolytic process by positive regulation of transcription from RNA polymerase II promoter"	"BP"
"GO:1901524"	1.00000000000343	0.756751157777357	0	2	"regulation of macromitophagy"	"BP"
"GO:1901525"	1.00000000000343	0.756751157777357	0	2	"negative regulation of macromitophagy"	"BP"
"GO:1902688"	1.00000000000343	0.756751157777357	0	2	"regulation of NAD metabolic process"	"BP"
"GO:1902689"	1.00000000000343	0.756751157777357	0	2	"negative regulation of NAD metabolic process"	"BP"
"GO:1904023"	1.00000000000343	0.756751157777357	0	2	"regulation of glucose catabolic process to lactate via pyruvate"	"BP"
"GO:1904024"	1.00000000000343	0.756751157777357	0	2	"negative regulation of glucose catabolic process to lactate via pyruvate"	"BP"
"GO:0033149"	1.00000000000343	0.75825894358631	0	2	"FFAT motif binding"	"MF"
"GO:0046523"	1.00000000000353	0.879978062191516	0	1	"S-methyl-5-thioribose-1-phosphate isomerase activity"	"MF"
"GO:0070268"	1.00000000000355	0.755855446951459	0	2	"cornification"	"BP"
"GO:1900039"	1.00000000000355	0.882017398881941	0	1	"positive regulation of cellular response to hypoxia"	"BP"
"GO:1902073"	1.00000000000355	0.882017398881941	0	1	"positive regulation of hypoxia-inducible factor-1alpha signaling pathway"	"BP"
"GO:0035799"	1.00000000000356	0.869378700639658	0	1	"ureter maturation"	"BP"
"GO:0038158"	1.00000000000383	0.885974778998192	0	1	"granulocyte colony-stimulating factor signaling pathway"	"BP"
"GO:0045355"	1.00000000000388	0.882365808918574	0	1	"negative regulation of interferon-alpha biosynthetic process"	"BP"
"GO:0004447"	1.00000000000391	0.872273483628342	0	1	"iodide peroxidase activity"	"MF"
"GO:1902261"	1.00000000000392	0.757627958295511	0	2	"positive regulation of delayed rectifier potassium channel activity"	"BP"
"GO:1903818"	1.00000000000392	0.757627958295511	0	2	"positive regulation of voltage-gated potassium channel activity"	"BP"
"GO:1900195"	1.00000000000395	0.756756152157734	0	2	"positive regulation of oocyte maturation"	"BP"
"GO:0048270"	1.00000000000398	0.870040681774938	0	1	"methionine adenosyltransferase regulator activity"	"MF"
"GO:0052550"	1.00000000000403	0.908147027684869	0	1	"response to defense-related reactive oxygen species production by other organism involved in symbiotic interaction"	"BP"
"GO:0052567"	1.00000000000403	0.908147027684869	0	1	"response to defense-related host reactive oxygen species production"	"BP"
"GO:0032639"	1.00000000000407	0.876744449328359	0	1	"TRAIL production"	"BP"
"GO:0032679"	1.00000000000407	0.876744449328359	0	1	"regulation of TRAIL production"	"BP"
"GO:0032759"	1.00000000000407	0.876744449328359	0	1	"positive regulation of TRAIL production"	"BP"
"GO:0071566"	1.00000000000409	0.873902793910929	0	1	"UFM1 activating enzyme activity"	"MF"
"GO:0008783"	1.00000000000418	0.874868287270219	0	1	"agmatinase activity"	"MF"
"GO:0008478"	1.00000000000422	0.883534578870154	0	1	"pyridoxal kinase activity"	"MF"
"GO:0009443"	1.00000000000422	0.883534578870154	0	1	"pyridoxal 5'-phosphate salvage"	"BP"
"GO:0070279"	1.00000000000422	0.883534578870154	0	1	"vitamin B6 binding"	"MF"
"GO:0070280"	1.00000000000422	0.883534578870154	0	1	"pyridoxal binding"	"MF"
"GO:0005354"	1.00000000000423	0.87002607412968	0	1	"galactose transmembrane transporter activity"	"MF"
"GO:0008516"	1.00000000000423	0.87002607412968	0	1	"hexose uniporter activity"	"MF"
"GO:0015284"	1.00000000000423	0.87002607412968	0	1	"fructose uniporter activity"	"MF"
"GO:0015757"	1.00000000000423	0.87002607412968	0	1	"galactose transport"	"BP"
"GO:0097020"	1.00000000000432	0.87466904556805	0	1	"COPII adaptor activity"	"MF"
"GO:0006060"	1.00000000000442	0.772590510490785	0	2	"sorbitol metabolic process"	"BP"
"GO:0051595"	1.00000000000442	0.772590510490785	0	2	"response to methylglyoxal"	"BP"
"GO:0051538"	1.00000000000448	0.773234018879469	0	2	"3 iron, 4 sulfur cluster binding"	"MF"
"GO:0009635"	1.00000000000451	0.89265159509802	0	1	"response to herbicide"	"BP"
"GO:0032129"	1.00000000000451	0.757361867918324	0	2	"histone deacetylase activity (H3-K9 specific)"	"MF"
"GO:0046969"	1.00000000000451	0.757361867918324	0	2	"NAD-dependent histone deacetylase activity (H3-K9 specific)"	"MF"
"GO:0004379"	1.00000000000455	0.756621302801956	0	2	"glycylpeptide N-tetradecanoyltransferase activity"	"MF"
"GO:0018008"	1.00000000000455	0.756621302801956	0	2	"N-terminal peptidyl-glycine N-myristoylation"	"BP"
"GO:0018201"	1.00000000000455	0.756621302801956	0	2	"peptidyl-glycine modification"	"BP"
"GO:0072387"	1.00000000000459	0.755810973647461	0	2	"flavin adenine dinucleotide metabolic process"	"BP"
"GO:0070947"	1.0000000000046	0.774992895422472	0	2	"neutrophil mediated killing of fungus"	"BP"
"GO:0070948"	1.0000000000046	0.774992895422472	0	2	"regulation of neutrophil mediated cytotoxicity"	"BP"
"GO:0070949"	1.0000000000046	0.774992895422472	0	2	"regulation of neutrophil mediated killing of symbiont cell"	"BP"
"GO:0070960"	1.0000000000046	0.774992895422472	0	2	"positive regulation of neutrophil mediated cytotoxicity"	"BP"
"GO:0070961"	1.0000000000046	0.774992895422472	0	2	"positive regulation of neutrophil mediated killing of symbiont cell"	"BP"
"GO:0008459"	1.0000000000046	0.755810973647453	0	2	"chondroitin 6-sulfotransferase activity"	"MF"
"GO:0090285"	1.00000000000463	0.762607059578855	0	2	"negative regulation of protein glycosylation in Golgi"	"BP"
"GO:0046108"	1.00000000000467	0.879516588610152	0	1	"uridine metabolic process"	"BP"
"GO:0070476"	1.00000000000469	0.91246920768447	0	1	"rRNA (guanine-N7)-methylation"	"BP"
"GO:0072513"	1.00000000000471	0.908205135365329	0	1	"positive regulation of secondary heart field cardioblast proliferation"	"BP"
"GO:0044571"	1.00000000000474	0.773167007807871	0	2	"[2Fe-2S] cluster assembly"	"BP"
"GO:0032687"	1.00000000000474	0.767102072732032	0	2	"negative regulation of interferon-alpha production"	"BP"
"GO:1902524"	1.00000000000474	0.767102072732032	0	2	"positive regulation of protein K48-linked ubiquitination"	"BP"
"GO:0015786"	1.00000000000481	0.86963186931486	0	1	"UDP-glucose transport"	"BP"
"GO:0019918"	1.00000000000483	0.768327222374244	0	2	"peptidyl-arginine methylation, to symmetrical-dimethyl arginine"	"BP"
"GO:0034182"	1.00000000000483	0.768327222374244	0	2	"regulation of maintenance of mitotic sister chromatid cohesion"	"BP"
"GO:0034184"	1.00000000000483	0.768327222374244	0	2	"positive regulation of maintenance of mitotic sister chromatid cohesion"	"BP"
"GO:0035243"	1.00000000000483	0.768327222374244	0	2	"protein-arginine omega-N symmetric methyltransferase activity"	"MF"
"GO:0031013"	1.00000000000483	0.768327222374242	0	2	"troponin I binding"	"MF"
"GO:0019144"	1.00000000000487	0.876370128662612	0	1	"ADP-sugar diphosphatase activity"	"MF"
"GO:0034739"	1.00000000000488	0.76684123079892	0	2	"histone deacetylase activity (H4-K16 specific)"	"MF"
"GO:0003921"	1.00000000000489	0.869378886749055	0	1	"GMP synthase activity"	"MF"
"GO:0003922"	1.00000000000489	0.869378886749055	0	1	"GMP synthase (glutamine-hydrolyzing) activity"	"MF"
"GO:0001192"	1.00000000000491	0.91429048590236	0	1	"maintenance of transcriptional fidelity during DNA-templated transcription elongation"	"BP"
"GO:0001193"	1.00000000000491	0.91429048590236	0	1	"maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase II promoter"	"BP"
"GO:1901386"	1.00000000000492	0.757793578567795	0	2	"negative regulation of voltage-gated calcium channel activity"	"BP"
"GO:0036090"	1.00000000000501	0.870602450981238	0	1	"cleavage furrow ingression"	"BP"
"GO:0008311"	1.00000000000504	0.764969024848499	0	2	"double-stranded DNA 3'-5' exodeoxyribonuclease activity"	"MF"
"GO:0032185"	1.00000000000508	0.869390222359842	0	1	"septin cytoskeleton organization"	"BP"
"GO:0033505"	1.00000000000512	0.759125877846384	0	2	"floor plate morphogenesis"	"BP"
"GO:0015117"	1.00000000000536	0.880580627291255	0	1	"thiosulfate transmembrane transporter activity"	"MF"
"GO:0015140"	1.00000000000536	0.880580627291255	0	1	"malate transmembrane transporter activity"	"MF"
"GO:0015709"	1.00000000000536	0.880580627291255	0	1	"thiosulfate transport"	"BP"
"GO:0015743"	1.00000000000536	0.880580627291255	0	1	"malate transport"	"BP"
"GO:0071423"	1.00000000000536	0.880580627291255	0	1	"malate transmembrane transport"	"BP"
"GO:0046725"	1.00000000000538	0.755952541147894	0	2	"negative regulation by virus of viral protein levels in host cell"	"BP"
"GO:0006185"	1.00000000000542	0.889993579537839	0	1	"dGDP biosynthetic process"	"BP"
"GO:0009170"	1.00000000000542	0.889993579537839	0	1	"purine deoxyribonucleoside monophosphate metabolic process"	"BP"
"GO:0009183"	1.00000000000542	0.889993579537839	0	1	"purine deoxyribonucleoside diphosphate biosynthetic process"	"BP"
"GO:0046054"	1.00000000000542	0.889993579537839	0	1	"dGMP metabolic process"	"BP"
"GO:0046711"	1.00000000000542	0.889993579537839	0	1	"GDP biosynthetic process"	"BP"
"GO:0004139"	1.00000000000544	0.870474163846067	0	1	"deoxyribose-phosphate aldolase activity"	"MF"
"GO:0004827"	1.00000000000551	0.755811116066098	0	2	"proline-tRNA ligase activity"	"MF"
"GO:0006433"	1.00000000000551	0.755811116066098	0	2	"prolyl-tRNA aminoacylation"	"BP"
"GO:0036115"	1.00000000000552	0.760288566925651	0	2	"fatty-acyl-CoA catabolic process"	"BP"
"GO:0061015"	1.00000000000552	0.875872381964878	0	1	"snRNA import into nucleus"	"BP"
"GO:0035694"	1.00000000000554	0.756698886310045	0	2	"mitochondrial protein catabolic process"	"BP"
"GO:0071279"	1.00000000000554	0.756698886310045	0	2	"cellular response to cobalt ion"	"BP"
"GO:0034048"	1.00000000000555	0.756823992614413	0	2	"negative regulation of protein phosphatase type 2A activity"	"BP"
"GO:0048295"	1.00000000000557	0.777336458492061	0	2	"positive regulation of isotype switching to IgE isotypes"	"BP"
